,p_mood,p_creator,p_name,pitch_mean,pitch_variance,timbre_mean,timbre_variance,intensity_mean,intensity_variance,rhythm_mean,rhythm_variance
3256,calm,Spotify,Lo-Fi Beats,0.333146825,0.100609438,2.859863095,0.100609438,-35.01480952,57.00444708,0.349291339,3.36E-06
3257,calm,Spotify,Lo-Fi Beats,0.360152778,0.103466181,-12.09919048,0.103466181,-38.54604762,31.40932468,0.372398929,0.000123499
3258,calm,Spotify,Lo-Fi Beats,0.191190476,0.090184819,-8.89522619,0.090184819,-34.56880952,26.37171816,0.340895909,7.28E-06
3259,calm,Spotify,Lo-Fi Beats,0.256640873,0.101224616,-14.80871032,0.101224616,-34.02497619,89.83817739,0.334668344,0.012444614
3260,calm,Spotify,Lo-Fi Beats,0.416313492,0.092914307,-0.810884921,0.092914307,-32.32252381,120.5791097,0.20002356,9.65E-07
3261,calm,Spotify,Lo-Fi Beats,0.259361111,0.093254768,7.968416667,0.093254768,-23.17364286,20.50946594,0.198822884,0.004408306
3262,calm,Spotify,Lo-Fi Beats,0.289690476,0.100508997,-15.23497619,0.100508997,-32.87554762,20.35465591,0.386938659,8.13E-05
3263,calm,Spotify,Lo-Fi Beats,0.337218254,0.113777809,-4.871831349,0.113777809,-30.08654762,193.8120243,0.3161758,1.38E-05
3264,calm,Spotify,Lo-Fi Beats,0.195013889,0.081330352,-18.80963294,0.081330352,-30.84990476,12.22251262,0.357157323,4.36E-05
3265,calm,Spotify,Lo-Fi Beats,0.350781746,0.08442272,-12.96584127,0.08442272,-36.87864286,19.46667131,0.388362081,0.016786291
3266,calm,Spotify,Lo-Fi Beats,0.374031746,0.098108659,-24.18611111,0.098108659,-28.711,27.28165644,0.348820145,2.77E-06
3267,calm,Spotify,Lo-Fi Beats,0.312055556,0.086563695,11.12286111,0.086563695,-31.34985714,47.18898832,0.21817308,8.14E-06
3268,calm,Spotify,Lo-Fi Beats,0.335007937,0.080682704,0.065059524,0.080682704,-32.87228571,33.5260225,0.32494264,0.011789621
3269,calm,Spotify,Lo-Fi Beats,0.378865079,0.091004896,4.340125,0.091004896,-26.75254762,162.7960785,0.22244554,0.005547934
3270,calm,Spotify,Lo-Fi Beats,0.317259921,0.088834702,-12.39074603,0.088834702,-28.51269048,28.29122534,0.343894844,0.013170672
3271,calm,Spotify,Lo-Fi Beats,0.355724206,0.097246168,-6.118632937,0.097246168,-34.68888095,27.45191108,0.384530391,6.25E-06
3272,calm,Spotify,Lo-Fi Beats,0.385490079,0.091294755,10.32429762,0.091294755,-30.5522381,30.87257082,0.339068599,0.012837455
3273,calm,Spotify,Lo-Fi Beats,0.329704365,0.096105592,18.48676389,0.096105592,-38.65404762,56.76565873,0.18435372,6.37E-05
3274,calm,Spotify,Lo-Fi Beats,0.218813492,0.088572438,-3.678603175,0.088572438,-35.10011905,32.42070357,0.356634709,4.56E-05
3275,calm,Spotify,Lo-Fi Beats,0.320867063,0.099640517,-3.066857143,0.099640517,-23.51852381,49.03741894,0.371009128,0.015277303
3276,calm,Spotify,Lo-Fi Beats,0.290769841,0.106935108,-30.42731944,0.106935108,-42.84702381,28.33699193,0.35236453,0.013881567
3277,calm,Spotify,Lo-Fi Beats,0.384448413,0.109580645,-11.84898413,0.109580645,-40.40954762,76.7082562,0.365769968,0.014915696
3278,calm,Spotify,Lo-Fi Beats,0.329488095,0.10297757,-11.04311706,0.10297757,-27.76540476,101.523016,0.16681174,0.003102728
3279,calm,Spotify,Lo-Fi Beats,0.346587302,0.100461332,-9.65993254,0.100461332,-31.56592857,32.28051709,0.2101353,0.004967547
3280,calm,Spotify,Lo-Fi Beats,0.314428571,0.109376182,4.498019841,0.109376182,-36.34119048,140.935884,0.369529905,0.015374038
3281,calm,Spotify,Lo-Fi Beats,0.354097222,0.09223771,8.486460317,0.09223771,-30.4047381,40.51845839,0.1924326,0.00041035
3282,calm,Spotify,Lo-Fi Beats,0.257178571,0.096195968,-19.28805159,0.096195968,-35.55747619,53.99182465,0.266442582,0.007954559
3283,calm,Spotify,Lo-Fi Beats,0.338065476,0.10693488,-1.614238095,0.10693488,-33.82752381,47.18220006,0.22540528,0.002152905
3284,calm,Spotify,Lo-Fi Beats,0.273222222,0.092121947,-0.724805556,0.092121947,-33.29161905,30.59854039,0.21425672,7.62E-07
3285,calm,Spotify,Lo-Fi Beats,0.240652778,0.101381531,-12.05199008,0.101381531,-30.53657143,30.28540845,0.340022317,0.000157632
3286,calm,Spotify,Lo-Fi Beats,0.245303571,0.091076383,4.59521627,0.091076383,-28.06433333,20.92365354,0.340840192,3.51E-06
3287,calm,Spotify,Lo-Fi Beats,0.405335317,0.098086617,-11.91325,0.098086617,-23.6427619,53.24799336,0.251759891,2.84E-05
3288,calm,Spotify,Lo-Fi Beats,0.515097222,0.100257114,3.046539683,0.100257114,-45.95661905,133.291463,0.358931862,0.014314696
3289,calm,Spotify,Lo-Fi Beats,0.372246032,0.079348444,7.272787698,0.079348444,-26.19130952,85.33739783,0.349601297,0.013709828
3290,calm,Spotify,Lo-Fi Beats,0.333527778,0.097045252,33.24759524,0.097045252,-28.97721429,44.82285915,0.34498876,9.14E-07
3291,calm,Spotify,Lo-Fi Beats,0.272789683,0.085090202,-15.28603175,0.085090202,-31.81130952,16.32205822,0.326471686,2.56E-06
3292,calm,Spotify,Lo-Fi Beats,0.327166667,0.094938135,6.778103175,0.094938135,-31.8607381,36.32333171,0.377543921,0.015844939
3293,calm,Spotify,Lo-Fi Beats,0.391369048,0.080630098,-11.86925397,0.080630098,-32.62280952,115.6277253,0.363272511,4.27E-05
3294,calm,Spotify,Lo-Fi Beats,0.488706349,0.076329003,22.58305952,0.076329003,-35.21902381,17.58252061,0.28839636,4.26E-07
3295,calm,Spotify,Lo-Fi Beats,0.314121032,0.101695101,-18.68433135,0.101695101,-30.91471429,28.03921967,0.342649915,4.95E-05
3296,calm,Spotify,Lo-Fi Beats,0.268375,0.104559253,-13.03640079,0.104559253,-32.3437619,3.39966043,0.399706026,0.017815324
3297,calm,Spotify,Lo-Fi Beats,0.364047619,0.114950316,-0.967484127,0.114950316,-26.9025,78.96793943,0.17610114,0.003457913
3298,calm,Spotify,Lo-Fi Beats,0.191847222,0.087327919,-12.16438095,0.087327919,-42.92790476,30.12732155,0.379491404,0.000214207
3299,calm,Spotify,Lo-Fi Beats,0.19790873,0.086144099,-9.433974206,0.086144099,-26.11657143,33.86399557,0.416475189,1.20E-06
3300,calm,Spotify,Lo-Fi Beats,0.363724206,0.107532542,-11.95217262,0.107532542,-27.44383333,49.27603146,0.2079896,3.39E-05
3301,calm,Spotify,Lo-Fi Beats,0.387083333,0.096088383,1.040244048,0.096088383,-24.50221429,38.08119549,0.282353498,3.05E-05
3302,calm,Spotify,Lo-Fi Beats,0.332944444,0.107015603,-14.82459921,0.107015603,-31.1592619,77.25580166,0.360333061,0.01449065
3303,calm,Spotify,Lo-Fi Beats,0.285605159,0.08615418,-8.183105159,0.08615418,-38.63135714,67.39025394,0.19189952,5.24E-06
3304,calm,Spotify,Lo-Fi Beats,0.271121032,0.095898266,-15.19718254,0.095898266,-31.00102381,10.8195569,0.353093007,5.30E-06
3305,calm,Spotify,Lo-Fi Beats,0.379103175,0.112940542,-3.830549603,0.112940542,-37.65821429,58.138567,0.348330232,0.013698374
3306,calm,Spotify,Lo-Fi Beats,0.289678571,0.117913073,-10.62318651,0.117913073,-33.55821429,55.73201622,0.395471935,2.35E-05
3307,calm,Spotify,Lo-Fi Beats,0.282150794,0.092592124,-9.326777778,0.092592124,-33.22742857,91.18574767,0.356007188,0.014202694
3308,calm,Spotify,Lo-Fi Beats,0.398303571,0.091792601,-0.672706349,0.091792601,-35.9022619,55.9704001,0.35716505,0.014173588
3309,calm,Spotify,Lo-Fi Beats,0.337253968,0.093421013,-14.0250754,0.093421013,-35.68335714,53.08767984,0.397904145,0.017653696
3310,calm,Spotify,Lo-Fi Beats,0.331742063,0.106046383,-0.320543651,0.106046383,-25.49730952,33.74508612,0.365681761,2.27E-06
3311,calm,Spotify,Lo-Fi Beats,0.221261905,0.086783053,-0.153579365,0.086783053,-28.5597619,54.81827282,0.366809107,2.32E-05
3312,calm,Spotify,Lo-Fi Beats,0.289434524,0.09553827,-8.446988095,0.09553827,-27.80578571,110.1505491,0.33335524,2.08E-07
3313,calm,Spotify,Lo-Fi Beats,0.342771825,0.113669274,-20.7197004,0.113669274,-29.96638095,74.4586618,0.409079187,0.018684319
3314,calm,Spotify,Lo-Fi Beats,0.273797619,0.09540339,-4.23810119,0.09540339,-38.47797619,23.74899451,0.366140857,0.014875754
3315,calm,Spotify,Lo-Fi Beats,0.384174603,0.122667735,-11.75998214,0.122667735,-31.5432619,7.416024247,0.19997964,1.17E-05
3316,calm,Spotify,Lo-Fi Beats,0.211869048,0.087394818,-0.998634921,0.087394818,-27.95785714,88.43219847,0.360642866,0.014492404
3317,calm,Spotify,Lo-Fi Beats,0.324875,0.09928733,-15.16940675,0.09928733,-30.13733333,12.27522979,0.20551236,1.84E-06
3318,calm,Spotify,Lo-Fi Beats,0.366246032,0.1011319,-5.541345238,0.1011319,-35.00404762,31.8628961,0.17443248,2.52E-07
3319,calm,Spotify,Lo-Fi Beats,0.233714286,0.087392797,-9.482605159,0.087392797,-29.76190476,52.62091106,0.299936135,7.48E-07
3320,calm,Spotify,Lo-Fi Beats,0.404349206,0.0926069,7.538123016,0.0926069,-40.72328571,35.99559597,0.365890351,2.87E-06
3321,calm,Spotify,Lo-Fi Beats,0.317753968,0.104153454,-15.21015675,0.104153454,-41.99340476,73.03969561,0.343623544,8.64E-05
3322,calm,Spotify,Lo-Fi Beats,0.33678373,0.107365725,11.25987897,0.107365725,-35.99588095,64.99997913,0.225917,2.73E-06
3323,calm,Spotify,Lo-Fi Beats,0.206178571,0.092115503,-4.06789881,0.092115503,-40.36754762,125.9332446,0.361468427,1.08E-05
3324,calm,Spotify,Lo-Fi Beats,0.293710317,0.099210099,1.800855159,0.099210099,-36.45033333,42.46693628,0.394730784,0.017419297
3325,calm,Spotify,Lo-Fi Beats,0.239299603,0.107877761,-24.54104762,0.107877761,-27.87580952,13.3520404,0.18965494,0.004011869
3326,calm,Spotify,Lo-Fi Beats,0.349646825,0.09540999,-1.573275794,0.09540999,-45.24480952,40.83602274,0.1806282,9.06E-07
3327,calm,Spotify,Lo-Fi Beats,0.31365873,0.112102539,-12.27715675,0.112102539,-36.36278571,52.60009749,0.24487232,1.76E-05
3328,calm,Spotify,Lo-Fi Beats,0.326059524,0.090959857,-4.429083333,0.090959857,-34.59309524,24.67000292,0.348727842,2.69E-05
3329,calm,Spotify,Lo-Fi Beats,0.409075397,0.089744929,-7.624609127,0.089744929,-31.94395238,106.5626286,0.348816503,1.20E-05
3330,calm,Spotify,Lo-Fi Beats,0.290863095,0.092650405,-30.2181131,0.092650405,-35.81938095,4.021623364,0.361356625,5.45E-05
3331,calm,Spotify,Lo-Fi Beats,0.451843254,0.101837775,-3.50622619,0.101837775,-39.43892857,186.0541184,0.23685537,6.55E-05
3332,calm,Spotify,Lo-Fi Beats,0.214263889,0.09309922,-17.98918056,0.09309922,-37.56309524,32.3405058,0.24973264,1.86E-06
3333,calm,Spotify,Lo-Fi Beats,0.324234127,0.096712112,0.58485119,0.096712112,-31.74933333,75.30509642,0.361082197,0.014638442
3334,calm,Spotify,Lo-Fi Beats,0.373890873,0.092550364,-5.471097222,0.092550364,-39.32880952,64.62833708,0.20266864,0.004574882
3335,calm,Spotify,Lo-Fi Beats,0.261771825,0.12104494,-28.83693254,0.12104494,-38.89309524,54.88592102,0.17486792,1.16E-05
3336,calm,Spotify,Lo-Fi Beats,0.173611111,0.083467479,-11.9076131,0.083467479,-31.13585714,74.05566134,0.348732727,0.013555184
3337,calm,Spotify,Lo-Fi Beats,0.263684524,0.094341119,-1.290337302,0.094341119,-32.2787381,61.08682756,0.17129232,0.003280717
3338,calm,Spotify,Lo-Fi Beats,0.329121032,0.107466429,-6.329845238,0.107466429,-29.1997619,131.8960829,0.17036216,9.87E-07
3339,calm,Spotify,Lo-Fi Beats,0.180051587,0.092828459,-14.33180754,0.092828459,-28.66764286,187.5601986,0.322704727,0.011587572
3340,calm,Spotify,Lo-Fi Beats,0.395940476,0.112693969,-4.329434524,0.112693969,-22.3812381,38.96557867,0.36362767,7.71E-05
3341,calm,Spotify,Lo-Fi Beats,0.238299603,0.089864683,-2.949166667,0.089864683,-35.88714286,77.29817876,0.352105762,0.013858124
3342,calm,Spotify,Lo-Fi Beats,0.387013889,0.104112133,-8.504819444,0.104112133,-28.48307143,145.1010801,0.256816382,1.42E-05
3343,calm,Spotify,Lo-Fi Beats,0.215271825,0.078126727,24.74129563,0.078126727,-39.6365,63.07411933,0.334167948,1.44E-05
3344,calm,Spotify,Lo-Fi Beats,0.323746032,0.104810858,11.23034524,0.104810858,-30.99421429,51.77660427,0.34091784,3.44E-06
3345,calm,Spotify,Lo-Fi Beats,0.291940476,0.100127074,-16.79759921,0.100127074,-34.32007143,28.86191231,0.18078376,1.13E-05
3346,calm,Spotify,Lo-Fi Beats,0.318920635,0.102357525,-7.806505952,0.102357525,-33.41411905,27.19636055,0.385521613,0.016492118
3347,calm,Spotify,Lo-Fi Beats,0.267232143,0.098416664,-17.61970833,0.098416664,-38.16947619,27.63444123,0.376851077,0.000199554
3348,calm,Spotify,Lo-Fi Beats,0.271571429,0.095308603,-10.66184921,0.095308603,-25.03283333,13.37777765,0.325883093,3.93E-05
3349,calm,Spotify,Lo-Fi Beats,0.25081746,0.101491283,6.552238095,0.101491283,-31.15609524,46.8168497,0.21423524,1.28E-06
3350,calm,Spotify,Lo-Fi Beats,0.280946429,0.106142174,-22.48379167,0.106142174,-37.43280952,49.30131567,0.2362506,2.42E-06
3351,calm,Spotify,Lo-Fi Beats,0.295972222,0.09990153,-5.321331349,0.09990153,-30.60388095,42.2499586,0.15856424,9.22E-06
3352,calm,Spotify,Lo-Fi Beats,0.229456349,0.08319807,-10.88402778,0.08319807,-30.74497619,33.97720724,0.17902068,0.003571347
3353,calm,Spotify,Lo-Fi Beats,0.238146825,0.097704909,0.57484127,0.097704909,-25.81652381,20.05507928,0.372621994,0.01557305
3354,calm,Spotify,Lo-Fi Beats,0.24077381,0.096356585,-0.001609127,0.096356585,-36.91657143,30.16660918,0.203674677,0.004616615
3355,calm,Spotify,Lo-Fi Beats,0.413222222,0.091175811,8.095071429,0.091175811,-36.9232381,57.74991945,0.337106683,8.55E-06
3356,calm,Spotify,Lo-Fi Beats,0.311105159,0.099219502,-23.66896825,0.099219502,-31.58654762,59.4175865,0.364496127,6.11E-05
3357,calm,Spotify,Lo-Fi Beats,0.250980159,0.098253678,-17.97869246,0.098253678,-31.58457143,84.9203141,0.2173496,3.39E-06
3358,calm,Spotify,Lo-Fi Beats,0.342484127,0.097576751,-10.12601984,0.097576751,-25.05309524,45.06002745,0.17453126,0.003396784
3359,calm,Spotify,Lo-Fi Beats,0.294005952,0.1166316,-19.91200595,0.1166316,-39.27535714,14.64212502,0.1664462,3.29E-06
3360,calm,Spotify,Lo-Fi Beats,0.28653373,0.084099609,5.011037698,0.084099609,-33.79847619,81.24900035,0.353829176,4.42E-05
3361,calm,Spotify,Lo-Fi Beats,0.320718254,0.104011749,11.26553175,0.104011749,-22.88411905,26.76662684,0.392775239,0.017242033
3362,calm,Spotify,Lo-Fi Beats,0.306291667,0.097937555,-6.136450397,0.097937555,-31.99971429,52.05097431,0.18600302,5.23E-05
3363,calm,Spotify,Lo-Fi Beats,0.308940476,0.080705098,-12.61116071,0.080705098,-36.47335714,84.17589667,0.19482848,9.19E-06
3364,calm,Spotify,Lo-Fi Beats,0.295535714,0.103214655,-8.840938492,0.103214655,-40.28519048,38.21148938,0.389949394,0.01686206
3365,calm,Spotify,Lo-Fi Beats,0.212053571,0.08884959,-7.016271825,0.08884959,-28.33992857,20.53704124,0.374825943,5.12E-06
3366,calm,Spotify,Lo-Fi Beats,0.266363095,0.096828427,-8.337815476,0.096828427,-24.54340476,91.21915878,0.3310684,2.60E-05
3367,calm,Spotify,Lo-Fi Beats,0.234065476,0.086295298,-6.457684524,0.086295298,-27.74404762,6.607543412,0.15461396,6.06E-07
3368,calm,Spotify,Chillin on a Dirt Road,0.383511905,0.10221831,17.39317262,0.10221831,-26.88597619,93.333505,0.31928,2.56E-05
3369,calm,Spotify,Chillin on a Dirt Road,0.334099206,0.083074169,4.017220238,0.083074169,-20.52211905,144.7059726,0.2001272,2.47E-06
3370,calm,Spotify,Chillin on a Dirt Road,0.218585317,0.090140772,-5.612484127,0.090140772,-30.22442857,63.47208069,0.292838,1.78E-05
3371,calm,Spotify,Chillin on a Dirt Road,0.294507937,0.108649738,8.482009921,0.108649738,-32.64659524,157.7957346,0.36583364,3.50E-06
3372,calm,Spotify,Chillin on a Dirt Road,0.235670635,0.08849844,-2.10680754,0.08849844,-24.82542857,81.72436181,0.30922288,3.94E-06
3373,calm,Spotify,Chillin on a Dirt Road,0.288621032,0.094269154,-2.556531746,0.094269154,-25.02895238,87.07742814,0.3486696,1.81E-05
3374,calm,Spotify,Chillin on a Dirt Road,0.259494048,0.105799121,-1.63655754,0.105799121,-35.34464286,195.2660779,0.1950353,0.004240515
3375,calm,Spotify,Chillin on a Dirt Road,0.403878968,0.094705264,8.224107143,0.094705264,-11.1682619,128.5646568,0.19879004,1.63E-06
3376,calm,Spotify,Chillin on a Dirt Road,0.272369048,0.10003776,13.25574405,0.10003776,-25.9742619,126.1733602,0.25000372,2.06E-06
3377,calm,Spotify,Chillin on a Dirt Road,0.416900794,0.082453589,10.03734325,0.082453589,-16.63683333,244.4127487,0.3005228,1.29E-05
3378,calm,Spotify,Chillin on a Dirt Road,0.254708333,0.085663523,2.565178571,0.085663523,-22.88580952,78.8394885,0.34902236,0.000104997
3379,calm,Spotify,Chillin on a Dirt Road,0.25835119,0.093357183,-5.20375,0.093357183,-22.84914286,96.54477315,0.394735764,1.70E-05
3380,calm,Spotify,Chillin on a Dirt Road,0.324799603,0.085939982,8.163287698,0.085939982,-23.02235714,170.6668182,0.18765792,1.64E-06
3381,calm,Spotify,Chillin on a Dirt Road,0.258763889,0.098553226,-5.731400794,0.098553226,-38.10647619,98.30597869,0.2997558,3.45E-06
3382,calm,Spotify,Chillin on a Dirt Road,0.289361111,0.096361408,-4.353075397,0.096361408,-29.74261905,182.0255629,0.17643538,0.00346698
3383,calm,Spotify,Chillin on a Dirt Road,0.361289683,0.08802062,5.772597222,0.08802062,-13.41154762,72.4443403,0.23440104,1.54E-06
3384,calm,Spotify,Chillin on a Dirt Road,0.260305556,0.08811692,4.649900794,0.08811692,-18.82385714,100.8766996,0.14999884,4.40E-07
3385,calm,Spotify,Chillin on a Dirt Road,0.244998016,0.09629341,-9.925603175,0.09629341,-28.15533333,70.52026257,0.19233404,1.99E-06
3386,calm,Spotify,Chillin on a Dirt Road,0.278458333,0.096221613,-5.370587302,0.096221613,-37.96654762,114.3558038,0.1924168,1.90E-06
3387,calm,Spotify,Chillin on a Dirt Road,0.248329365,0.096856496,-3.2985,0.096856496,-27.3445,76.14481748,0.37564136,1.25E-05
3388,calm,Spotify,Chillin on a Dirt Road,0.411894841,0.086101283,3.070984127,0.086101283,-18.55345238,150.3603283,0.19737932,1.49E-06
3389,calm,Spotify,Chillin on a Dirt Road,0.267279762,0.093121733,4.975916667,0.093121733,-26.06280952,241.1148214,0.22756548,0.005785782
3390,calm,Spotify,Chillin on a Dirt Road,0.262767857,0.09128664,4.444242063,0.09128664,-26.89211905,92.93303581,0.24425832,0.007326366
3391,calm,Spotify,Chillin on a Dirt Road,0.323880952,0.095088383,1.472950397,0.095088383,-16.68316667,148.2982202,0.14997932,1.71E-06
3392,calm,Spotify,Chillin on a Dirt Road,0.291206349,0.093183003,0.298555556,0.093183003,-23.56219048,210.2779994,0.21735168,7.74E-07
3393,calm,Spotify,Chillin on a Dirt Road,0.32610119,0.097048532,14.84926587,0.097048532,-22.0732619,114.9355436,0.37391576,2.39E-05
3394,calm,Spotify,Chillin on a Dirt Road,0.297845238,0.103142656,4.853708333,0.103142656,-33.16388095,118.5662639,0.35714444,1.78E-06
3395,calm,Spotify,Chillin on a Dirt Road,0.398559524,0.110250466,-13.32745238,0.110250466,-33.63838095,67.78899507,0.29844912,3.00E-05
3396,calm,Spotify,Chillin on a Dirt Road,0.23025,0.086670267,2.514884921,0.086670267,-21.85988095,183.4081281,0.20836068,3.52E-06
3397,calm,Spotify,Chillin on a Dirt Road,0.298123016,0.087320088,4.229706349,0.087320088,-28.54933333,179.5505524,0.168048,4.59E-06
3398,calm,Spotify,Chillin on a Dirt Road,0.260700397,0.091687029,2.734053571,0.091687029,-14.11635714,159.4884178,0.31252708,1.48E-06
3399,calm,Spotify,Chillin on a Dirt Road,0.344922619,0.093968246,7.010813492,0.093968246,-17.45961905,82.38452073,0.34839844,2.76E-05
3400,calm,Spotify,Chillin on a Dirt Road,0.318331349,0.114518914,-2.027172619,0.114518914,-28.00192857,84.18410826,0.405276438,3.72E-06
3401,calm,Spotify,Chillin on a Dirt Road,0.300404762,0.100427259,-5.772132937,0.100427259,-30.29645238,61.97043777,0.20269352,1.90E-06
3402,calm,Spotify,Chillin on a Dirt Road,0.400400794,0.091184344,-0.674954365,0.091184344,-24.05080952,85.83888626,0.18751496,1.54E-06
3403,calm,Spotify,Chillin on a Dirt Road,0.275710317,0.102209141,2.816886905,0.102209141,-23.87971429,110.4511057,0.30305012,1.89E-06
3404,calm,Spotify,Chillin on a Dirt Road,0.308359127,0.091737165,8.272605159,0.091737165,-20.50930952,92.0852191,0.23816216,2.98E-06
3405,calm,Spotify,Chillin on a Dirt Road,0.258515873,0.089966103,9.068732143,0.089966103,-27.6215,136.3983357,0.23997008,1.34E-06
3406,calm,Spotify,Chillin on a Dirt Road,0.388863095,0.108401283,6.010680556,0.108401283,-27.80935714,226.0988629,0.3090144,4.27E-06
3407,calm,Spotify,Chillin on a Dirt Road,0.253375,0.095690036,-5.653922619,0.095690036,-30.95802381,111.9458504,0.18070516,2.17E-06
3408,calm,Spotify,Chillin on a Dirt Road,0.22978373,0.091109983,-2.380654762,0.091109983,-32.40992857,95.08688192,0.18756732,1.43E-06
3409,calm,Spotify,Chillin on a Dirt Road,0.312386905,0.091578321,-5.146628968,0.091578321,-31.49578571,198.6962411,0.366031274,9.14E-06
3410,calm,Spotify,Chillin on a Dirt Road,0.315029762,0.094870343,3.886202381,0.094870343,-20.87116667,102.5389705,0.33335312,7.91E-06
3411,calm,Spotify,Chillin on a Dirt Road,0.21959127,0.086307085,-4.025525794,0.086307085,-19.58302381,30.42696383,0.19202464,6.72E-06
3412,calm,Spotify,Chillin on a Dirt Road,0.252882937,0.08149596,-0.819521825,0.08149596,-24.30521429,71.06121661,0.40002088,9.93E-07
3413,calm,Spotify,Chillin on a Dirt Road,0.25881746,0.086314444,-3.518277778,0.086314444,-23.00452381,69.08487777,0.32433876,2.73E-05
3414,calm,Spotify,Chillin on a Dirt Road,0.222738095,0.084667116,-6.708880952,0.084667116,-26.95002381,53.0972688,0.23436156,1.38E-06
3415,calm,Spotify,Chillin on a Dirt Road,0.257117063,0.094712199,-2.557440476,0.094712199,-29.26985714,79.38713769,0.35298088,1.19E-06
3416,calm,Spotify,Chillin on a Dirt Road,0.340248016,0.100174513,0.032222222,0.100174513,-15.18535714,119.0334147,0.20268232,2.30E-06
3417,calm,Spotify,Chillin on a Dirt Road,0.27978373,0.082113057,7.837117063,0.082113057,-22.72002381,88.13055046,0.20561312,2.47E-06
3418,calm,Spotify,Chillin on a Dirt Road,0.40102381,0.115125188,-8.390910714,0.115125188,-31.96852381,163.8043791,0.33332184,8.68E-07
3419,calm,Spotify,Chillin on a Dirt Road,0.304660714,0.091764121,4.065428571,0.091764121,-20.2642619,89.77457791,0.33335988,1.14E-06
3420,calm,Spotify,Chillin on a Dirt Road,0.340513889,0.097004,12.81295238,0.097004,-20.36511905,93.77673523,0.364867167,0.000100579
3421,calm,Spotify,Chillin on a Dirt Road,0.295599206,0.092765382,5.128787698,0.092765382,-24.9332619,111.3536248,0.17864864,1.09E-06
3422,calm,Spotify,Chillin on a Dirt Road,0.349638889,0.091609885,4.84647619,0.091609885,-24.7497619,178.6667582,0.28848204,1.18E-06
3423,calm,Spotify,Chillin on a Dirt Road,0.191218254,0.086951248,-4.82068254,0.086951248,-37.60921429,69.08773773,0.3799004,3.84E-06
3424,calm,Spotify,Chillin on a Dirt Road,0.241751984,0.103200807,-4.806611111,0.103200807,-33.47592857,331.6777716,0.20862552,3.30E-06
3425,calm,Spotify,Chillin on a Dirt Road,0.288255952,0.100052509,-2.45581746,0.100052509,-21.93716667,112.4894508,0.41128008,8.52E-05
3426,calm,Spotify,Chillin on a Dirt Road,0.376785714,0.106521107,3.522837302,0.106521107,-20.91264286,85.44068272,0.24192992,1.50E-06
3427,calm,Spotify,Chillin on a Dirt Road,0.301732143,0.090618073,6.790849206,0.090618073,-15.55942857,73.54479732,0.20521512,0.004689894
3428,calm,Spotify,Chillin on a Dirt Road,0.390948413,0.10480484,-0.910323413,0.10480484,-23.73257143,125.9728006,0.19481464,1.43E-06
3429,calm,Spotify,Chillin on a Dirt Road,0.239073413,0.099021265,-4.515261905,0.099021265,-20.3192381,91.87067209,0.2618665,0.007667885
3430,calm,Spotify,Chillin on a Dirt Road,0.339170635,0.103670639,10.89281151,0.103670639,-24.00654762,64.82184694,0.32603196,1.03E-06
3431,calm,Spotify,Chillin on a Dirt Road,0.225113095,0.09168711,-3.882214286,0.09168711,-20.508,92.36397454,0.2915944,0.029034155
3432,calm,Spotify,Chillin on a Dirt Road,0.30775,0.107920025,-12.40866865,0.107920025,-30.51259524,125.0275902,0.26303356,3.66E-06
3433,calm,Spotify,Chillin on a Dirt Road,0.372367063,0.090566543,14.91644841,0.090566543,-22.09166667,158.7828214,0.2307836,1.07E-06
3434,calm,Spotify,Chillin on a Dirt Road,0.286168651,0.096504363,5.236265873,0.096504363,-17.05097619,150.0564748,0.1807286,1.71E-06
3435,calm,Spotify,Chillin on a Dirt Road,0.36153373,0.093722289,5.351313492,0.093722289,-21.87088095,178.7355785,0.31979528,9.93E-06
3436,calm,Spotify,Chillin on a Dirt Road,0.294561508,0.119418418,-6.094378968,0.119418418,-32.32419048,58.96444684,0.33599968,4.82E-05
3437,calm,Spotify,Chillin on a Dirt Road,0.338775794,0.093719395,-3.216805556,0.093719395,-33.47435714,185.3886388,0.19452376,1.76E-05
3438,calm,Spotify,Chillin on a Dirt Road,0.294099206,0.093360026,-9.082242063,0.093360026,-28.66645238,31.94803899,0.20546884,2.64E-06
3439,calm,Spotify,Chillin on a Dirt Road,0.340194444,0.102857048,-1.437259921,0.102857048,-20.45009524,152.9155544,0.25004024,4.55E-06
3440,calm,Spotify,Chillin on a Dirt Road,0.317404762,0.095787442,3.406650794,0.095787442,-26.29433333,123.3776598,0.27777348,0.00859218
3441,calm,Spotify,Chillin on a Dirt Road,0.309827381,0.095298839,-9.752333333,0.095298839,-28.34235714,104.7679329,0.2588192,2.00E-06
3442,calm,Spotify,Chillin on a Dirt Road,0.246740079,0.095384054,-1.07494246,0.095384054,-27.25466667,79.92351418,0.25029324,0.006984031
3443,calm,Spotify,Chillin on a Dirt Road,0.303982143,0.091163095,8.607448413,0.091163095,-18.68709524,108.1722912,0.20273104,0.004577429
3444,calm,Spotify,Chillin on a Dirt Road,0.321402778,0.099834225,8.648825397,0.099834225,-33.93383333,256.9671458,0.29763712,5.90E-06
3445,calm,Spotify,Chillin on a Dirt Road,0.364904762,0.101212357,-0.28531746,0.101212357,-23.78511905,108.9587834,0.25866076,9.21E-07
